11740941,126515.96952,87545
11740923,78940.47849,26762
11680016,72298.68816,11766
11610106,59209.60202,6200
11686823,55806.38884,16244
11741143,44282.30567,8602
11685694,43996.07196,4472
11740964,40649.78793,9287
12518517,39994.93839,4771
11696675,39570.41129,4207
11743201,38774.64965,17379
11611881,37650.79929,15657
11741127,33671.72695,6419
11741816,32687.76968,9866
11686839,31361.93919,8692
14388093,30793.58502,3395
11741274,29152.35964,15394
11742966,28776.47994,13197
11745837,28387.55971,12293
13881134,26841.30229,3239
11832850,26532.83014,2966
11639874,25791.17197,2811
11742736,24824.71947,11915
11742461,24803.06974,9891
11600537,24395.59869,6030
11696680,24269.21699,4182
11659747,23618.24947,7260
11740989,23356.92951,6594
11600129,22686.28956,7807
11675064,22611.79774,3893
13797916,22274.70992,5545
11675055,21853.84803,3775
11697918,21466.73998,8264
11742360,21400.60983,11708
12762899,20599.04923,5103
11673668,20154.58434,2734
11696659,20031.70730,3287
11662192,19938.80902,2154
11741019,19328.93080,2718
11746238,19221.99915,4594
11701521,19217.60952,7342
11608903,18933.01938,3595
11746233,18587.46946,4712
11676841,18558.24641,2801
11621670,18428.11984,6362
11746232,17374.17924,4329
11745182,16817.76895,2431
13960220,16699.06809,4650
11675063,16672.35832,2868
11659745,16593.71976,5043
11712767,16530.65987,4332
11702769,16476.70843,3002
11668067,16428.91967,4678
11599868,16131.21999,6388
11612558,16111.68000,6518
11743679,16053.58923,3542
11668104,15858.91981,4534
11697902,15489.77999,8383
11832856,15446.01916,3261
12788250,15199.82995,3424
11677203,15077.15869,3178
11675059,14815.47873,2567
15065940,14812.07943,2641
11696651,14539.36637,1517
11698026,14409.98977,3411
14423037,14159.26944,2126
11682375,13827.27771,2513
12161360,13746.80723,1549
11629829,13688.54994,5517
11600749,13594.42995,5612
11697985,13565.08374,1743
11842659,13341.59932,1398
13009827,13190.39952,2238
11712740,13068.12952,3365
11746191,12981.40797,2382
11696669,12899.65753,1915
11746235,12870.60000,5397
14905344,12623.02981,2388
12635005,12583.83857,2431
11650611,12564.56965,1924
11746231,12420.03999,5189
12187228,12286.76979,3002
14567596,11866.03916,2194
11743876,11807.74982,3394
11742219,11673.85998,7723
11717359,11654.31966,2171
11635293,11608.59956,1674
15066444,11291.71958,1990
11731397,11243.47960,1860
12906968,11114.23823,1584
11750434,11043.79542,1601
11972270,11025.36975,3308
11742256,11020.78998,8771
11712769,10936.45966,2801
14567807,10904.47944,2026
11742393,10860.95978,4945
12913750,10844.72977,2076
11855813,10819.88970,1735
12750654,10691.68984,2413
11645974,10569.71974,2141
14340226,10541.99347,1194
11743676,10499.78977,2666
11743933,10395.23000,5180
11740296,10361.83987,4362
11645976,10338.41980,2073
11697904,10334.71999,3653
11741282,10312.40988,6460
14567659,10256.79899,1895
11700004,10245.89989,3673
13009825,10225.63998,2161
11613507,10221.15789,1691
12741292,10191.41986,1276
11701728,10136.55998,5809
11698970,9947.70852,1777
11746136,9938.17821,1694
11621883,9855.71970,2310
11616783,9840.26997,2178
11657048,9809.61233,1008
11633904,9752.80986,2905
11838638,9669.30963,2174
11746124,9622.79995,1827
12472025,9613.05971,2468
11752725,9532.97984,3605
11602754,9514.70965,2380
14498035,9499.41967,1722
14340248,9444.32171,1065
11740420,9329.11997,3885
14211508,9315.86823,1567
11744267,9278.48802,1436
11745914,9262.74972,4173
11745088,9190.25957,1558
11660920,9178.98989,2418
12788252,9121.81952,1508
11746237,9099.48000,3763
11698908,9092.87604,1201
11683917,9074.48967,1693
11702379,8991.25983,3300
11746188,8967.44897,1664
14889792,8906.67974,2040
11649813,8868.32977,3711
11735921,8799.60989,2860
11742373,8778.29989,4228
11686818,8736.62991,2326
11686251,8722.66591,995
14065552,8694.06248,908
14376833,8640.51994,2103
12159371,8526.75995,2356
11745163,8498.86945,1349
11746246,8402.95956,2083
11687029,8365.96566,837
11699376,8251.41732,1193
13789486,8236.45980,1381
11613509,8232.97806,1436
11743118,8217.58979,1424
11677975,8114.49978,2739
13797778,8083.98910,1317
15060914,7968.26988,1737
11740890,7953.92995,3210
12406002,7942.88250,886
11894374,7942.28972,1967
11702684,7935.45399,869
11698114,7928.28861,1568
11610108,7853.70501,909
12577750,7833.44231,820
11689531,7812.20975,1530
13966754,7764.46769,787
11687104,7711.80989,1734
11742603,7697.20994,5237
11972326,7634.54979,2430
12156017,7537.62346,798
11742670,7487.17993,4375
11686811,7428.28989,1826
14043843,7388.40000,1752
11728785,7378.79000,3511
11749110,7365.43996,2212
11659751,7326.70979,2119
11617596,7308.51993,1777
11741054,7301.19983,1894
11746226,7242.15999,3053
11665774,7230.98990,1755
15232272,7226.38965,2800
12788247,7220.67986,1455
11742303,7210.87999,2409
11667876,7170.23353,788
12193406,7146.98992,775
11731777,7123.64935,1379
11660553,7100.56994,1857
12499413,7091.70838,839
14370456,7058.94992,2005
11740615,6987.00991,2553
11702687,6981.38546,812
11683922,6949.75968,1296
11635275,6949.06691,709
11653805,6939.03980,902
14237874,6927.05968,987
11746227,6924.31961,1766
11742323,6895.37996,2603
14388091,6890.74836,930
11666579,6843.66983,1244
11832825,6831.80897,1143
11743793,6750.61997,3630
11744784,6738.36994,2470
11603103,6719.99836,1982
13789482,6707.15976,1092
11699047,6689.06435,764
11743288,6679.13954,1040
11743836,6665.61991,4999
11625422,6657.77981,1453
13056659,6623.04987,1481
11698066,6609.39951,1404
11778592,6586.15999,2649
11742054,6557.83953,1847
13009828,6554.10967,924
11625341,6534.12999,2743
11828090,6531.06990,1446
11738366,6468.98648,901
11746288,6461.65982,1530
11653271,6453.13000,5942
11701997,6443.61361,692
11646246,6440.76991,1358
11838636,6410.89988,1475
11686847,6382.14980,1990
13789458,6357.90987,1184
12185943,6307.65408,660
11679922,6302.04972,1872
14332393,6300.60503,684
11697893,6295.32999,1591
11654011,6287.83985,1082
11673426,6284.94981,2096
11673145,6249.08972,1066
11603747,6242.51987,1492
12176852,6239.75805,954
11746245,6188.41999,2660
12787255,6187.89988,1587
11634180,6173.42976,714
14341397,6159.08951,1278
11779280,6145.53996,1822
14211504,6131.27916,1165
11741133,6125.84881,1041
14498036,6111.40948,1051
11603742,6109.18994,1490
11684627,6086.36898,673
14221933,6084.97938,1141
14960105,6079.49974,1311
14340510,6062.28996,1728
11684447,6062.19993,1308
11954858,6054.77994,1327
11701295,6047.47985,2320
15607474,5978.03832,904
15145961,5974.97406,598
11659753,5968.78981,1643
11735563,5955.00404,650
12820692,5940.25919,935
11820821,5912.65724,616
14963277,5908.34996,1127
11746171,5900.05996,1485
13797900,5882.30984,1612
11658157,5870.64000,1634
11681645,5869.71980,1615
13966656,5864.19686,697
11673146,5856.08966,987
11742149,5844.40991,2640
11742015,5831.79997,3234
11685064,5798.68992,1379
11659752,5788.60980,1560
11746248,5773.68993,1335
11600729,5766.38998,1193
14570356,5704.48957,934
15231453,5688.19989,2381
11746250,5643.78994,1378
11741211,5621.00994,2427
11740793,5617.11999,2674
11746135,5614.90999,1774
11639532,5594.75998,1420
12932699,5578.57935,963
11603104,5564.99853,1136
11699076,5561.42882,992
11660916,5541.96980,1416
11646189,5540.58998,1549
14433430,5539.93964,798
11838637,5532.42963,1206
11659744,5528.19972,1536
11702668,5524.93452,558
11751082,5524.50000,1423
11746294,5504.47984,1351
12785668,5485.77996,2030
14941740,5478.25999,1500
11751043,5469.77996,3167
11616746,5460.57000,1262
11697782,5425.76984,1140
11630769,5399.17979,1293
11698078,5384.03982,1416
11860771,5373.90980,1376
11676167,5343.62983,908
14543178,5330.16746,582
11746297,5321.45000,1308
14570357,5313.07973,871
12176839,5308.18660,562
11838811,5288.94999,3044
11740898,5253.60999,2352
14082848,5249.81916,850
12788254,5243.54999,1300
11733929,5230.05936,663
13789470,5229.25987,897
12741459,5228.60993,746
11702677,5221.12658,650
11636454,5192.92999,1311
11684344,5168.73985,744
14460576,5162.96849,737
13797915,5155.69999,1345
11745096,5154.96987,516
11741762,5150.58999,1981
12787323,5142.01000,2067
14020974,5137.32995,1425
12932343,5135.85613,584
11753850,5134.10988,1985
11669491,5126.37972,1061
11746969,5096.98966,894
4633195,5088.98971,723
11675202,5079.96958,847
11712706,5056.86999,1344
11684180,5055.38990,1472
11914479,5039.71987,1344
11743560,5021.13910,808
11743040,5017.35992,1073
11735962,5002.06996,1697
13789490,4989.97986,887
11698917,4979.33932,1044
11742573,4971.23991,1747
11823127,4957.46980,944
13035028,4956.97995,707
11746186,4955.29958,926
14255431,4924.17581,499
15306089,4888.65970,931
13881109,4880.69995,1255
11695806,4860.18990,692
11746118,4860.06000,1876
11743286,4856.59994,655
11740690,4854.56995,1135
11742169,4849.36994,3092
12741439,4832.32983,688
11625340,4825.38000,2001
11609340,4808.75996,1060
11699156,4795.58580,515
14899956,4783.80995,1434
14389592,4777.67935,1043
11702327,4774.17991,1386
15267904,4747.24992,944
12906969,4742.89893,654
11698905,4740.21744,728
11746132,4718.01000,1596
14071334,4706.31000,1375
11606574,4704.78994,1150
11679234,4703.99918,904
15164983,4699.33983,678
11630312,4688.75980,1231
11746133,4681.08999,1577
13797793,4647.31991,1258
11741856,4643.01995,2034
14388098,4598.45913,770
11654387,4574.04937,697
14383206,4573.39000,2337
11615002,4559.49996,2881
11743943,4558.61996,959
11696721,4554.89982,836
11646126,4524.99989,1000
12928446,4496.78999,942
12807633,4491.20999,1193
11741918,4480.70994,1066
11749549,4475.49814,593
12506365,4462.87979,1981
12719231,4458.56988,560
11742721,4432.88951,870
15080720,4430.43977,799
11746247,4422.97999,1627
11601443,4421.36985,984
11639535,4421.17998,1140
13043424,4414.56999,1026
11732181,4413.93992,1079
12889459,4412.30995,1546
12787020,4410.27929,685
11698053,4408.03816,603
11742236,4394.61000,2560
11697159,4389.21639,439
11708570,4388.32999,1915
11740841,4385.15965,938
11667865,4379.39939,607
11750878,4373.01999,783
12819975,4362.58971,841
11842626,4358.13972,1275
15065937,4338.61983,782
13778462,4338.11000,1541
13789564,4332.08000,1491
15057148,4313.81993,947
11839867,4305.49995,1353
14388197,4257.62675,475
12785613,4252.07909,873
14027227,4249.68996,1330
15107687,4246.86000,1053
11704057,4238.77991,1053
12734565,4237.48972,892
11653168,4233.26000,3200
11600491,4231.96999,1360
11686438,4218.21995,1028
11738361,4216.83819,586
11688840,4190.40994,530
11753063,4165.97940,1014
11745187,4155.53980,744
13798064,4152.49964,690
11743304,4150.22999,1747
14196408,4146.58994,896
12860218,4143.47911,528
11639439,4141.49997,1055
11605030,4135.38996,1611
11954857,4122.37993,897
14362773,4116.84999,1733
13797908,4106.08999,1023
11634177,4100.51000,845
12734559,4099.67843,928
11633644,4091.17961,779
11743330,4084.92752,602
11703947,4077.22981,906
14410881,4069.19958,673
11635881,4059.45994,834
11749553,4057.80849,612
12858020,4039.83990,1028
11820781,4029.76783,485
12721707,4028.94989,621
11634183,4025.66629,414
13797904,4015.85997,1036
14856715,4013.98988,642
14246997,4012.98924,634
15107685,4002.40000,988
11696755,3992.28999,1023
15145965,3989.29630,421
11695591,3986.18997,771
11727535,3983.10999,1362
11666588,3978.94991,740
15107683,3974.50999,990
12788455,3964.10999,1629
12231805,3947.78998,1018
14410882,3943.58945,644
11600530,3939.64988,830
11603748,3926.54986,845
11746122,3925.28988,959
11681161,3923.40995,1351
11752719,3915.36989,1287
13881131,3914.11749,447
11744852,3910.50986,1341
11653998,3909.89989,664
11749354,3905.20991,901
11742786,3892.03999,2861
11658144,3891.43997,1080
11842759,3888.73961,568
15673352,3882.99614,406
12493825,3878.64967,699
12218996,3877.54967,578
11750182,3875.40975,755
11606551,3874.96000,804
11743317,3874.54000,973
11606412,3870.26957,668
11648792,3868.67944,610
11668189,3865.00979,822
13008898,3857.50973,1078
11823150,3849.99615,387
11666106,3841.14940,446
11742226,3840.75998,2207
11744126,3836.43998,833
13904245,3830.78000,1506
11697155,3819.36681,384
11823783,3810.80999,826
14315946,3787.55961,1546
11633466,3786.74900,433
13798062,3779.56985,885
11737695,3776.55996,1139
11693256,3774.99978,825
11894373,3774.29999,803
12889460,3773.10997,1386
13778460,3764.02999,1408
11636950,3761.97989,604
12741451,3761.31997,472
11670825,3752.98916,659
11872780,3752.35992,759
12785669,3750.01998,1246
11658147,3745.31998,1017
11746289,3736.92000,1532
13019940,3731.38999,1354
15065935,3728.95991,665
13999722,3728.05976,609
11698925,3722.29969,922
13881110,3722.08999,966
11746295,3720.96000,1498
11739434,3715.49995,830
11735355,3708.93999,807
12861735,3708.86996,1039
11746194,3701.33994,1017
11732861,3696.30996,1258
11742606,3695.90865,545
11703843,3692.32992,527
12857904,3689.63984,597
11692493,3682.86975,1550
14071333,3678.03999,1081
11620838,3674.52994,890
11659754,3672.66989,1021
14066844,3658.69921,516
11741059,3653.86995,1049
13767671,3646.32999,1284
11635063,3643.64980,485
14417263,3640.05816,380
11744907,3632.50984,749
11823786,3623.79997,803
11674083,3617.01754,436
11645958,3614.52995,1094
12787456,3613.01996,750
12932341,3610.80678,374
14405312,3605.14000,742
15221625,3603.18990,1067
11727614,3602.24989,941
11699918,3589.13999,891
11746302,3581.35998,781
14066848,3574.89826,470
11703689,3569.37951,742
11645956,3568.57000,1085
11742703,3567.04938,532
15016567,3566.03991,604
11741072,3563.85000,1033
11638489,3561.84991,590
11619162,3560.29959,463
11604867,3557.21999,1411
12518569,3551.98985,1565
11951732,3545.99996,423
11954856,3542.18994,773
14106215,3539.33976,553
14509229,3531.09998,1048
14197620,3526.16964,600
12516262,3525.80998,721
11700428,3518.77750,393
11740976,3517.08998,813
11664997,3511.43000,1196
11742550,3508.71849,455
11740756,3507.13000,2842
12222161,3502.59974,568
14388089,3500.13958,672
11664523,3491.19714,396
12878999,3485.55986,722
11735126,3473.57980,1493
11743069,3472.48964,568
11872776,3469.89995,751
14369157,3460.39000,1189
11746234,3453.33959,590
13865048,3450.13994,841
11600422,3445.85989,624
11741780,3445.74998,2543
11742192,3443.56960,1309
12187229,3436.59995,879
11659746,3434.67992,1058
11702685,3427.93791,401
11654394,3424.34966,559
11599256,3419.99992,724
11741217,3418.83991,1269
11698097,3410.08980,916
11746228,3404.11926,554
11942634,3402.95982,646
11695594,3398.32000,940
11700024,3393.95999,1132
12932823,3392.52774,386
12932827,3391.96967,569
11616699,3387.73954,600
11942007,3386.92761,432
11742920,3380.54990,710
11842327,3378.18669,372
11654601,3365.62984,655
15284448,3365.21900,481
11748962,3359.51712,336
14340230,3358.73926,527
11735778,3355.28999,1284
11972276,3353.95982,682
11683667,3351.90946,675
11731713,3347.69958,660
14941604,3345.96998,934
11617940,3336.96998,2709
12787839,3333.38996,955
11703593,3330.72998,885
11714016,3329.99667,337
11842629,3329.29999,1048
12516261,3326.89989,665
15043137,3319.96998,904
11746230,3317.26999,1943
15092892,3309.35728,357
11671427,3303.86999,1180
12776882,3302.63953,1360
11632407,3298.09999,749
15164885,3297.47995,429
11669497,3295.38998,854
14941602,3294.00997,876
11675026,3285.31783,359
11602709,3284.43963,698
13797805,3283.08000,838
12493869,3279.85962,555
14506606,3279.84988,641
13043422,3279.67995,729
11832845,3276.73969,718
13789509,3274.87990,623
11616697,3274.49956,595
11741962,3266.19999,2042
11749819,3264.17948,885
11746123,3263.26997,756
14861836,3262.75996,1199
13902069,3262.12992,526
14502892,3261.24971,692
14109105,3260.24998,668
11609331,3256.84998,1088
14333565,3252.99980,1177
14346808,3246.70995,2478
14905342,3246.47998,696
11658141,3244.93994,917
11686808,3244.61998,1022
11746252,3244.09999,1330
11643927,3241.74990,1110
11687939,3239.50989,560
11753870,3239.42999,1324
11832854,3232.58741,404
13797795,3229.26996,1159
11823784,3225.06997,711
14878485,3217.79987,707
14101793,3212.78973,451
11638490,3207.80993,538
11609337,3204.29998,1078
11741268,3191.01999,880
13902580,3190.28998,924
11666585,3188.83985,590
